year,month,Symbol,Closing,Date,MAX
17,05,FTIN,5766.3345,17/05,7539.217391304348
17,06,FTIN,6193.252323809524,17/06,7539.217391304348
17,07,FTIN,6301.922236363636,17/07,7539.217391304348
17,08,FTIN,6385.202486363635,17/08,7539.217391304348
17,09,FTIN,6419.514805555555,17/09,7539.217391304348
17,10,FTIN,6549.013542105262,17/10,7539.217391304348
17,11,FTIN,6831.341745454544,17/11,7539.217391304348
17,12,FTIN,7186.428571428572,17/12,7539.217391304348
18,01,FTIN,7539.217391304348,18/01,7539.217391304348
18,02,FTIN,7476.0625,18/02,7539.217391304348
13,02,GZT,4047.96475,13/02,4554.446952631578
13,03,GZT,4084.9118888888875,13/03,4554.446952631578
13,04,GZT,3934.642842105263,13/04,4554.446952631578
13,05,GZT,4049.470599999999,13/05,4554.446952631578
13,06,GZT,4051.2544,13/06,4554.446952631578
13,07,GZT,4021.0714181818184,13/07,4554.446952631578
13,08,GZT,3894.6875095238092,13/08,4554.446952631578
13,09,GZT,3822.4361125,13/09,4554.446952631578
13,10,GZT,3963.1793347826074,13/10,4554.446952631578
13,11,GZT,3975.138375,13/11,4554.446952631578
13,12,GZT,3962.2375130434784,13/12,4554.446952631578
14,01,GZT,3804.9167454545454,14/01,4554.446952631578
14,02,GZT,3757.7212699999995,14/02,4554.446952631578
14,03,GZT,3855.95980952381,14/03,4554.446952631578
14,04,GZT,3816.8665944444447,14/04,4554.446952631578
14,05,GZT,3898.407778947369,14/05,4554.446952631578
14,06,GZT,4028.3918949999997,14/06,4554.446952631578
14,07,GZT,4017.2659217391306,14/07,4554.446952631578
14,08,GZT,3938.2888349999994,14/08,4554.446952631578
14,09,GZT,4010.7142550000012,14/09,4554.446952631578
14,10,GZT,3993.9424111111116,14/10,4554.446952631578
14,11,GZT,3998.4856857142854,14/11,4554.446952631578
14,12,GZT,4014.7253695652166,14/12,4554.446952631578
15,01,GZT,4219.380923809523,15/01,4554.446952631578
15,02,GZT,4437.275090000001,15/02,4554.446952631578
15,03,GZT,4478.966233333333,15/03,4554.446952631578
15,04,GZT,4554.446952631578,15/04,4554.446952631578
15,05,GZT,4389.782585,15/05,4554.446952631578
15,06,GZT,4166.01105,15/06,4554.446952631578
15,07,GZT,3992.5713999999994,15/07,4554.446952631578
15,08,GZT,3927.351718181819,15/08,4554.446952631578
15,09,GZT,3642.970673333334,15/09,4554.446952631578
15,10,GZT,3730.9784999999997,15/10,4554.446952631578
15,11,GZT,3657.817509090909,15/11,4554.446952631578
15,12,GZT,3404.1162608695654,15/12,4554.446952631578
16,01,GZT,3056.021195238095,16/01,4554.446952631578
16,02,GZT,2686.0621476190468,16/02,4554.446952631578
16,03,GZT,3046.9233272727274,16/03,4554.446952631578
16,04,GZT,3231.7036842105267,16/04,4554.446952631578
16,05,GZT,3192.7003476190475,16/05,4554.446952631578
16,06,GZT,3182.2493190476184,16/06,4554.446952631578
16,07,GZT,3433.008985714286,16/07,4554.446952631578
16,08,GZT,3690.725663636364,16/08,4554.446952631578
16,09,GZT,3545.576661904762,16/09,4554.446952631578
16,10,GZT,3484.597630769231,16/10,4554.446952631578
16,11,GZT,3231.292136363636,16/11,4554.446952631578
16,12,GZT,3235.5132619047617,16/12,4554.446952631578
17,01,GZT,3414.7922173913043,17/01,4554.446952631578
17,02,GZT,3552.7261249999997,17/02,4554.446952631578
17,03,GZT,3596.665814285714,17/03,4554.446952631578
17,04,GZT,3623.053094117647,17/04,4554.446952631578
17,05,GZT,3526.8622105263157,17/05,4554.446952631578
17,06,GZT,3373.916828571428,17/06,4554.446952631578
17,07,GZT,3352.9702636363627,17/07,4554.446952631578
17,08,GZT,3385.0043000000005,17/08,4554.446952631578
17,09,GZT,3382.5885888888897,17/09,4554.446952631578
17,10,GZT,3341.4649210526322,17/10,4554.446952631578
17,11,GZT,3390.9017272727274,17/11,4554.446952631578
17,12,GZT,3594.4474428571434,17/12,4554.446952631578
18,01,GZT,3668.608695652174,18/01,4554.446952631578
18,02,GZT,3439.3125,18/02,4554.446952631578
13,02,HARL,1185.834625,13/02,2728.0
13,03,HARL,1241.0182055555556,13/03,2728.0
13,04,HARL,1270.8688210526313,13/04,2728.0
13,05,HARL,1313.5548549999999,13/05,2728.0
13,06,HARL,1337.8471428571434,13/06,2728.0
13,07,HARL,1343.9349727272722,13/07,2728.0
13,08,HARL,1367.4457809523813,13/08,2728.0
13,09,HARL,1421.0477125,13/09,2728.0
13,10,HARL,1508.777882608696,13/10,2728.0
13,11,HARL,1564.6634550000003,13/11,2728.0
13,12,HARL,1469.4991347826085,13/12,2728.0
14,01,HARL,1493.9206772727275,14/01,2728.0
14,02,HARL,1457.78522,14/02,2728.0
14,03,HARL,1568.9351190476189,14/03,2728.0
14,04,HARL,1568.9587777777779,14/04,2728.0
14,05,HARL,1515.8716473684208,14/05,2728.0
14,06,HARL,1576.07189,14/06,2728.0
14,07,HARL,1557.6294304347823,14/07,2728.0
14,08,HARL,1566.8842250000002,14/08,2728.0
14,09,HARL,1580.304995,14/09,2728.0
14,10,HARL,1525.882466666667,14/10,2728.0
14,11,HARL,1488.0968952380954,14/11,2728.0
14,12,HARL,1476.949969565217,14/12,2728.0
15,01,HARL,1410.1912809523808,15/01,2728.0
15,02,HARL,1447.8386699999999,15/02,2728.0
15,03,HARL,1521.269138095238,15/03,2728.0
15,04,HARL,1496.2805526315792,15/04,2728.0
15,05,HARL,1437.3509149999998,15/05,2728.0
15,06,HARL,1418.9400545454546,15/06,2728.0
15,07,HARL,1487.6465095238095,15/07,2728.0
15,08,HARL,1513.0678863636365,15/08,2728.0
15,09,HARL,1421.0920666666668,15/09,2728.0
15,10,HARL,1372.5680894736845,15/10,2728.0
15,11,HARL,1327.919245454546,15/11,2728.0
15,12,HARL,1238.6308782608694,15/12,2728.0
16,01,HARL,1285.206038095238,16/01,2728.0
16,02,HARL,1134.6267904761905,16/02,2728.0
16,03,HARL,1165.3029545454547,16/03,2728.0
16,04,HARL,1279.382594736842,16/04,2728.0
16,05,HARL,1239.9299714285714,16/05,2728.0
16,06,HARL,1224.7776523809523,16/06,2728.0
16,07,HARL,1236.4042238095235,16/07,2728.0
16,08,HARL,1232.5642681818183,16/08,2728.0
16,09,HARL,1236.4205285714288,16/09,2728.0
16,10,HARL,1314.0005384615386,16/10,2728.0
16,11,HARL,1422.7568227272725,16/11,2728.0
16,12,HARL,1543.4775904761902,16/12,2728.0
17,01,HARL,1591.480160869565,17/01,2728.0
17,02,HARL,1772.4215049999998,17/02,2728.0
17,03,HARL,1811.4505619047618,17/03,2728.0
17,04,HARL,1774.8005294117645,17/04,2728.0
17,05,HARL,1862.168147368421,17/05,2728.0
17,06,HARL,1929.9311095238095,17/06,2728.0
17,07,HARL,2025.7955363636356,17/07,2728.0
17,08,HARL,2049.961818181818,17/08,2728.0
17,09,HARL,2083.942422222222,17/09,2728.0
17,10,HARL,2360.9473684210525,17/10,2728.0
17,11,HARL,2384.090909090909,17/11,2728.0
17,12,HARL,2512.904761904762,17/12,2728.0
18,01,HARL,2728.0,18/01,2728.0
18,02,HARL,2684.875,18/02,2728.0
13,02,ICL,3718.303075,13/02,3718.303075
13,03,ICL,3695.210699999999,13/03,3718.303075
13,04,ICL,3532.7722157894736,13/04,3718.303075
13,05,ICL,3252.76623,13/05,3718.303075
13,06,ICL,3073.6313428571425,13/06,3718.303075
13,07,ICL,2782.654395454546,13/07,3718.303075
13,08,ICL,2204.9495476190473,13/08,3718.303075
13,09,ICL,2281.7235375,13/09,3718.303075
13,10,ICL,2417.121839130435,13/10,3718.303075
13,11,ICL,2455.271025,13/11,3718.303075
13,12,ICL,2400.7478565217393,13/12,3718.303075
14,01,ICL,2406.2838227272728,14/01,3718.303075
14,02,ICL,2403.86902,14/02,3718.303075
14,03,ICL,2553.2024952380953,14/03,3718.303075
14,04,ICL,2621.2823333333336,14/04,3718.303075
14,05,ICL,2659.572415789474,14/05,3718.303075
14,06,ICL,2587.6484099999993,14/06,3718.303075
14,07,ICL,2491.821869565217,14/07,3718.303075
14,08,ICL,2423.2048099999997,14/08,3718.303075
14,09,ICL,2402.48061,14/09,3718.303075
14,10,ICL,2272.6420888888892,14/10,3718.303075
14,11,ICL,2329.137085714285,14/11,3718.303075
14,12,ICL,2454.206660869566,14/12,3718.303075
15,01,ICL,2540.0498190476183,15/01,3718.303075
15,02,ICL,2497.881945,15/02,3718.303075
15,03,ICL,2508.4275476190473,15/03,3718.303075
15,04,ICL,2499.8081052631574,15/04,3718.303075
15,05,ICL,2457.1157950000006,15/05,3718.303075
15,06,ICL,2451.744327272728,15/06,3718.303075
15,07,ICL,2365.4672000000005,15/07,3718.303075
15,08,ICL,2187.6618045454547,15/08,3718.303075
15,09,ICL,2057.5589133333337,15/09,3718.303075
15,10,ICL,1950.8846210526322,15/10,3718.303075
15,11,ICL,1834.9983454545456,15/11,3718.303075
15,12,ICL,1595.1622304347825,15/12,3718.303075
16,01,ICL,1459.0816095238097,16/01,3718.303075
16,02,ICL,1451.7036904761908,16/02,3718.303075
16,03,ICL,1551.977863636364,16/03,3718.303075
16,04,ICL,1612.882652631579,16/04,3718.303075
16,05,ICL,1527.4981761904767,16/05,3718.303075
16,06,ICL,1475.9639904761902,16/06,3718.303075
16,07,ICL,1463.8779285714286,16/07,3718.303075
16,08,ICL,1463.9516181818183,16/08,3718.303075
16,09,ICL,1452.7520666666667,16/09,3718.303075
16,10,ICL,1356.1714076923076,16/10,3718.303075
16,11,ICL,1373.4113227272728,16/11,3718.303075
16,12,ICL,1489.423571428572,16/12,3718.303075
17,01,ICL,1659.3236565217392,17/01,3718.303075
17,02,ICL,1623.0149000000001,17/02,3718.303075
17,03,ICL,1532.1127047619048,17/03,3718.303075
17,04,ICL,1501.3971588235297,17/04,3718.303075
17,05,ICL,1493.9379684210526,17/05,3718.303075
17,06,ICL,1532.5816761904764,17/06,3718.303075
17,07,ICL,1638.30315,17/07,3718.303075
17,08,ICL,1591.9802681818182,17/08,3718.303075
17,09,ICL,1520.586638888889,17/09,3718.303075
17,10,ICL,1493.2596578947368,17/10,3718.303075
17,11,ICL,1400.1425000000002,17/11,3718.303075
17,12,ICL,1416.518880952381,17/12,3718.303075
18,01,ICL,1461.8260869565217,18/01,3718.303075
18,02,ICL,1435.625,18/02,3718.303075
13,02,ISRA.L,41.26105,13/02,55.74004545454546
13,03,ISRA.L,42.81121666666667,13/03,55.74004545454546
13,04,ISRA.L,42.530568421052635,13/04,55.74004545454546
13,05,ISRA.L,41.85859,13/05,55.74004545454546
13,06,ISRA.L,41.290904761904756,13/06,55.74004545454546
13,07,ISRA.L,41.18001363636363,13/07,55.74004545454546
13,08,ISRA.L,42.42248095238095,13/08,55.74004545454546
13,09,ISRA.L,42.6253875,13/09,55.74004545454546
13,10,ISRA.L,45.01256086956522,13/10,55.74004545454546
13,11,ISRA.L,45.69847,13/11,55.74004545454546
13,12,ISRA.L,47.48650869565216,13/12,55.74004545454546
14,01,ISRA.L,46.23467272727273,14/01,55.74004545454546
14,02,ISRA.L,46.174890000000005,14/02,55.74004545454546
14,03,ISRA.L,47.99354285714285,14/03,55.74004545454546
14,04,ISRA.L,49.40453333333333,14/04,55.74004545454546
14,05,ISRA.L,50.51287894736842,14/05,55.74004545454546
14,06,ISRA.L,51.49669,14/06,55.74004545454546
14,07,ISRA.L,50.71081304347826,14/07,55.74004545454546
14,08,ISRA.L,50.01446999999999,14/08,55.74004545454546
14,09,ISRA.L,51.754335000000005,14/09,55.74004545454546
14,10,ISRA.L,52.17442222222221,14/10,55.74004545454546
14,11,ISRA.L,51.06389047619049,14/11,55.74004545454546
14,12,ISRA.L,49.7315347826087,14/12,55.74004545454546
15,01,ISRA.L,45.23367142857143,15/01,55.74004545454546
15,02,ISRA.L,43.41952499999999,15/02,55.74004545454546
15,03,ISRA.L,45.69577619047619,15/03,55.74004545454546
15,04,ISRA.L,49.19842105263158,15/04,55.74004545454546
15,05,ISRA.L,52.15690000000001,15/05,55.74004545454546
15,06,ISRA.L,55.74004545454546,15/06,55.74004545454546
15,07,ISRA.L,53.67803333333334,15/07,55.74004545454546
15,08,ISRA.L,52.90379090909091,15/08,55.74004545454546
15,09,ISRA.L,48.085573333333336,15/09,55.74004545454546
15,10,ISRA.L,47.78673684210526,15/10,55.74004545454546
15,11,ISRA.L,48.56262727272727,15/11,55.74004545454546
15,12,ISRA.L,46.838417391304354,15/12,55.74004545454546
16,01,ISRA.L,45.32237142857143,16/01,55.74004545454546
16,02,ISRA.L,43.96875238095237,16/02,55.74004545454546
16,03,ISRA.L,44.87574545454546,16/03,55.74004545454546
16,04,ISRA.L,44.64680526315791,16/04,55.74004545454546
16,05,ISRA.L,45.47873809523809,16/05,55.74004545454546
16,06,ISRA.L,46.67125714285714,16/06,55.74004545454546
16,07,ISRA.L,48.343109523809524,16/07,55.74004545454546
16,08,ISRA.L,51.50226818181816,16/08,55.74004545454546
16,09,ISRA.L,50.265023809523804,16/09,55.74004545454546
16,10,ISRA.L,49.23198461538462,16/10,55.74004545454546
16,11,ISRA.L,48.425018181818196,16/11,55.74004545454546
16,12,ISRA.L,47.555133333333345,16/12,55.74004545454546
17,01,ISRA.L,47.660969565217385,17/01,55.74004545454546
17,02,ISRA.L,47.067145000000004,17/02,55.74004545454546
17,03,ISRA.L,47.45849047619048,17/03,55.74004545454546
17,04,ISRA.L,49.118076470588235,17/04,55.74004545454546
17,05,ISRA.L,53.33802631578948,17/05,55.74004545454546
17,06,ISRA.L,50.408633333333334,17/06,55.74004545454546
17,07,ISRA.L,49.54553181818181,17/07,55.74004545454546
17,08,ISRA.L,47.72848636363636,17/08,55.74004545454546
17,09,ISRA.L,45.5814,17/09,55.74004545454546
17,10,ISRA.L,43.88371578947369,17/10,55.74004545454546
17,11,ISRA.L,43.70585454545455,17/11,55.74004545454546
17,12,ISRA.L,42.54685238095238,17/12,55.74004545454546
18,01,ISRA.L,43.8695652173913,18/01,55.74004545454546
18,02,ISRA.L,41.62499999999999,18/02,55.74004545454546
13,02,LUMI,1291.155825,13/02,2134.4347826086955
13,03,LUMI,1273.7426333333335,13/03,2134.4347826086955
13,04,LUMI,1220.9097105263156,13/04,2134.4347826086955
13,05,LUMI,1259.274195,13/05,2134.4347826086955
13,06,LUMI,1230.137852380952,13/06,2134.4347826086955
13,07,LUMI,1185.5579727272727,13/07,2134.4347826086955
13,08,LUMI,1172.857180952381,13/08,2134.4347826086955
13,09,LUMI,1216.8305875,13/09,2134.4347826086955
13,10,LUMI,1294.1853869565216,13/10,2134.4347826086955
13,11,LUMI,1345.2371699999999,13/11,2134.4347826086955
13,12,LUMI,1381.649282608696,13/12,2134.4347826086955
14,01,LUMI,1347.6776318181817,14/01,2134.4347826086955
14,02,LUMI,1293.405145,14/02,2134.4347826086955
14,03,LUMI,1319.9242523809526,14/03,2134.4347826086955
14,04,LUMI,1342.6890277777777,14/04,2134.4347826086955
14,05,LUMI,1336.6696999999997,14/05,2134.4347826086955
14,06,LUMI,1326.1669100000004,14/06,2134.4347826086955
14,07,LUMI,1313.9147304347828,14/07,2134.4347826086955
14,08,LUMI,1330.81224,14/08,2134.4347826086955
14,09,LUMI,1405.9686700000004,14/09,2134.4347826086955
14,10,LUMI,1403.0510833333328,14/10,2134.4347826086955
14,11,LUMI,1310.936319047619,14/11,2134.4347826086955
14,12,LUMI,1294.780652173913,14/12,2134.4347826086955
15,01,LUMI,1303.0660095238095,15/01,2134.4347826086955
15,02,LUMI,1290.7646049999996,15/02,2134.4347826086955
15,03,LUMI,1368.3566714285714,15/03,2134.4347826086955
15,04,LUMI,1459.944489473684,15/04,2134.4347826086955
15,05,LUMI,1474.9150300000003,15/05,2134.4347826086955
15,06,LUMI,1539.402859090909,15/06,2134.4347826086955
15,07,LUMI,1584.0674285714285,15/07,2134.4347826086955
15,08,LUMI,1550.7383272727272,15/08,2134.4347826086955
15,09,LUMI,1465.3147133333334,15/09,2134.4347826086955
15,10,LUMI,1453.0987421052628,15/10,2134.4347826086955
15,11,LUMI,1414.3569090909093,15/11,2134.4347826086955
15,12,LUMI,1323.439243478261,15/12,2134.4347826086955
16,01,LUMI,1302.1346142857144,16/01,2134.4347826086955
16,02,LUMI,1256.216880952381,16/02,2134.4347826086955
16,03,LUMI,1303.0469681818183,16/03,2134.4347826086955
16,04,LUMI,1341.610994736842,16/04,2134.4347826086955
16,05,LUMI,1344.792438095238,16/05,2134.4347826086955
16,06,LUMI,1353.2681095238095,16/06,2134.4347826086955
16,07,LUMI,1330.5421285714285,16/07,2134.4347826086955
16,08,LUMI,1377.8166863636368,16/08,2134.4347826086955
16,09,LUMI,1405.658961904762,16/09,2134.4347826086955
16,10,LUMI,1436.8534692307692,16/10,2134.4347826086955
16,11,LUMI,1495.2611090909088,16/11,2134.4347826086955
16,12,LUMI,1543.4120714285714,16/12,2134.4347826086955
17,01,LUMI,1549.6038086956523,17/01,2134.4347826086955
17,02,LUMI,1548.4090100000003,17/02,2134.4347826086955
17,03,LUMI,1605.3963190476188,17/03,2134.4347826086955
17,04,LUMI,1608.634288235294,17/04,2134.4347826086955
17,05,LUMI,1661.559336842105,17/05,2134.4347826086955
17,06,LUMI,1671.8883523809525,17/06,2134.4347826086955
17,07,LUMI,1711.8695863636362,17/07,2134.4347826086955
17,08,LUMI,1782.3016181818175,17/08,2134.4347826086955
17,09,LUMI,1816.2799722222223,17/09,2134.4347826086955
17,10,LUMI,1898.0224368421052,17/10,2134.4347826086955
17,11,LUMI,1884.1036545454551,17/11,2134.4347826086955
17,12,LUMI,2006.2384904761905,17/12,2134.4347826086955
18,01,LUMI,2134.4347826086955,18/01,2134.4347826086955
18,02,LUMI,2091.0625,18/02,2134.4347826086955
13,02,MZTF,3629.0208,13/02,6562.565217391304
13,03,MZTF,3645.896616666667,13/03,6562.565217391304
13,04,MZTF,3493.438142105263,13/04,6562.565217391304
13,05,MZTF,3508.802025,13/05,6562.565217391304
13,06,MZTF,3583.886004761904,13/06,6562.565217391304
13,07,MZTF,3529.501245454546,13/07,6562.565217391304
13,08,MZTF,3691.270771428571,13/08,6562.565217391304
13,09,MZTF,3728.7813875,13/09,6562.565217391304
13,10,MZTF,3807.8407521739136,13/10,6562.565217391304
13,11,MZTF,4038.28989,13/11,6562.565217391304
13,12,MZTF,4223.595021739129,13/12,6562.565217391304
14,01,MZTF,4185.971131818181,14/01,6562.565217391304
14,02,MZTF,4126.638919999999,14/02,6562.565217391304
14,03,MZTF,4266.347195238095,14/03,6562.565217391304
14,04,MZTF,4408.888177777779,14/04,6562.565217391304
14,05,MZTF,4427.555089473683,14/05,6562.565217391304
14,06,MZTF,4332.029999999999,14/06,6562.565217391304
14,07,MZTF,4157.914673913044,14/07,6562.565217391304
14,08,MZTF,4181.205265,14/08,6562.565217391304
14,09,MZTF,4174.29359,14/09,6562.565217391304
14,10,MZTF,4187.189155555556,14/10,6562.565217391304
14,11,MZTF,3983.8683047619043,14/11,6562.565217391304
14,12,MZTF,3977.241526086957,14/12,6562.565217391304
15,01,MZTF,4037.4247523809527,15/01,6562.565217391304
15,02,MZTF,3938.452759999999,15/02,6562.565217391304
15,03,MZTF,3953.279647619048,15/03,6562.565217391304
15,04,MZTF,4029.8632842105267,15/04,6562.565217391304
15,05,MZTF,4174.1045699999995,15/05,6562.565217391304
15,06,MZTF,4488.695227272728,15/06,6562.565217391304
15,07,MZTF,4590.40131904762,15/07,6562.565217391304
15,08,MZTF,4652.660363636363,15/08,6562.565217391304
15,09,MZTF,4460.753766666667,15/09,6562.565217391304
15,10,MZTF,4464.833352631579,15/10,6562.565217391304
15,11,MZTF,4445.145713636364,15/11,6562.565217391304
15,12,MZTF,4417.026434782609,15/12,6562.565217391304
16,01,MZTF,4300.926033333334,16/01,6562.565217391304
16,02,MZTF,4151.897666666667,16/02,6562.565217391304
16,03,MZTF,4249.787040909092,16/03,6562.565217391304
16,04,MZTF,4177.782968421052,16/04,6562.565217391304
16,05,MZTF,4187.738500000001,16/05,6562.565217391304
16,06,MZTF,4367.12339047619,16/06,6562.565217391304
16,07,MZTF,4469.784061904762,16/07,6562.565217391304
16,08,MZTF,4519.602059090908,16/08,6562.565217391304
16,09,MZTF,4555.113495238095,16/09,6562.565217391304
16,10,MZTF,4790.4174,16/10,6562.565217391304
16,11,MZTF,5126.339345454548,16/11,6562.565217391304
16,12,MZTF,5367.1727999999985,16/12,6562.565217391304
17,01,MZTF,5657.396391304348,17/01,6562.565217391304
17,02,MZTF,5828.850734999999,17/02,6562.565217391304
17,03,MZTF,6081.101795238096,17/03,6562.565217391304
17,04,MZTF,5858.775452941177,17/04,6562.565217391304
17,05,MZTF,6056.00104736842,17/05,6562.565217391304
17,06,MZTF,6270.3747476190465,17/06,6562.565217391304
17,07,MZTF,6372.642927272726,17/07,6562.565217391304
17,08,MZTF,6391.699995454546,17/08,6562.565217391304
17,09,MZTF,6311.167183333333,17/09,6562.565217391304
17,10,MZTF,6251.123678947368,17/10,6562.565217391304
17,11,MZTF,6277.708013636365,17/11,6562.565217391304
17,12,MZTF,6295.714285714285,17/12,6562.565217391304
18,01,MZTF,6562.565217391304,18/01,6562.565217391304
18,02,MZTF,6385.125,18/02,6562.565217391304
13,08,OPK,3093.1428571428573,13/08,6274.809523809524
13,09,OPK,3083.75,13/09,6274.809523809524
13,10,OPK,3714.9565217391305,13/10,6274.809523809524
13,11,OPK,3611.05,13/11,6274.809523809524
13,12,OPK,3378.1304347826085,13/12,6274.809523809524
14,01,OPK,2966.818181818182,14/01,6274.809523809524
14,02,OPK,2883.05,14/02,6274.809523809524
14,03,OPK,3275.3809523809523,14/03,6274.809523809524
14,04,OPK,3057.9444444444443,14/04,6274.809523809524
14,05,OPK,2918.8947368421054,14/05,6274.809523809524
14,06,OPK,3122.7,14/06,6274.809523809524
14,07,OPK,3025.086956521739,14/07,6274.809523809524
14,08,OPK,3145.85,14/08,6274.809523809524
14,09,OPK,3124.75,14/09,6274.809523809524
14,10,OPK,3109.3888888888887,14/10,6274.809523809524
14,11,OPK,3182.2380952380954,14/11,6274.809523809524
14,12,OPK,3536.913043478261,14/12,6274.809523809524
15,01,OPK,4102.809523809524,15/01,6274.809523809524
15,02,OPK,5372.0,15/02,6274.809523809524
15,03,OPK,5752.619047619048,15/03,6274.809523809524
15,04,OPK,5681.210526315789,15/04,6274.809523809524
15,05,OPK,6179.75,15/05,6274.809523809524
15,06,OPK,6200.272727272727,15/06,6274.809523809524
15,07,OPK,6274.809523809524,15/07,6274.809523809524
15,08,OPK,5068.909090909091,15/08,6274.809523809524
15,09,OPK,4042.4,15/09,6274.809523809524
15,10,OPK,3545.4210526315787,15/10,6274.809523809524
15,11,OPK,4090.9545454545455,15/11,6274.809523809524
15,12,OPK,4028.0434782608695,15/12,6274.809523809524
16,01,OPK,3373.190476190476,16/01,6274.809523809524
16,02,OPK,3265.0,16/02,6274.809523809524
16,03,OPK,4005.181818181818,16/03,6274.809523809524
16,04,OPK,4094.2105263157896,16/04,6274.809523809524
16,05,OPK,3894.9523809523807,16/05,6274.809523809524
16,06,OPK,3671.8571428571427,16/06,6274.809523809524
16,07,OPK,3804.6190476190477,16/07,6274.809523809524
16,08,OPK,3709.318181818182,16/08,6274.809523809524
16,09,OPK,3817.190476190476,16/09,6274.809523809524
16,10,OPK,3693.153846153846,16/10,6274.809523809524
16,11,OPK,3864.409090909091,16/11,6274.809523809524
16,12,OPK,4376.238095238095,16/12,6274.809523809524
17,01,OPK,3409.1304347826085,17/01,6274.809523809524
17,02,OPK,3162.15,17/02,6274.809523809524
17,03,OPK,2901.2380952380954,17/03,6274.809523809524
17,04,OPK,2781.823529411765,17/04,6274.809523809524
17,05,OPK,2462.3684210526317,17/05,6274.809523809524
17,06,OPK,2330.714285714286,17/06,6274.809523809524
17,07,OPK,2238.7727272727275,17/07,6274.809523809524
17,08,OPK,2225.4545454545455,17/08,6274.809523809524
17,09,OPK,2258.6111111111113,17/09,6274.809523809524
17,10,OPK,2410.5789473684213,17/10,6274.809523809524
17,11,OPK,1909.1818181818182,17/11,6274.809523809524
17,12,OPK,1763.6666666666667,17/12,6274.809523809524
18,01,OPK,1646.8695652173913,18/01,6274.809523809524
18,02,OPK,1393.8125,18/02,6274.809523809524
13,02,ORL,155.71065,13/02,171.63103684210523
13,03,ORL,154.58029999999997,13/03,171.63103684210523
13,04,ORL,149.44063157894735,13/04,171.63103684210523
13,05,ORL,138.435505,13/05,171.63103684210523
13,06,ORL,128.56668095238098,13/06,171.63103684210523
13,07,ORL,125.52982272727276,13/07,171.63103684210523
13,08,ORL,119.10845238095237,13/08,171.63103684210523
13,09,ORL,111.51089999999999,13/09,171.63103684210523
13,10,ORL,89.0311695652174,13/10,171.63103684210523
13,11,ORL,87.96678,13/11,171.63103684210523
13,12,ORL,99.21616521739132,13/12,171.63103684210523
14,01,ORL,94.73394545454545,14/01,171.63103684210523
14,02,ORL,89.58579999999999,14/02,171.63103684210523
14,03,ORL,84.39989047619046,14/03,171.63103684210523
14,04,ORL,87.7932888888889,14/04,171.63103684210523
14,05,ORL,87.46344736842104,14/05,171.63103684210523
14,06,ORL,92.33288,14/06,171.63103684210523
14,07,ORL,90.11422173913044,14/07,171.63103684210523
14,08,ORL,94.663455,14/08,171.63103684210523
14,09,ORL,112.807475,14/09,171.63103684210523
14,10,ORL,116.30778333333332,14/10,171.63103684210523
14,11,ORL,108.21635714285713,14/11,171.63103684210523
14,12,ORL,97.38069130434785,14/12,171.63103684210523
15,01,ORL,96.42626666666668,15/01,171.63103684210523
15,02,ORL,104.80992,15/02,171.63103684210523
15,03,ORL,116.62638571428575,15/03,171.63103684210523
15,04,ORL,125.48415789473684,15/04,171.63103684210523
15,05,ORL,125.41301500000002,15/05,171.63103684210523
15,06,ORL,121.63276818181818,15/06,171.63103684210523
15,07,ORL,127.77925238095234,15/07,171.63103684210523
15,08,ORL,138.61470454545452,15/08,171.63103684210523
15,09,ORL,132.56281333333334,15/09,171.63103684210523
15,10,ORL,125.37687894736841,15/10,171.63103684210523
15,11,ORL,130.64737727272725,15/11,171.63103684210523
15,12,ORL,133.13893043478262,15/12,171.63103684210523
16,01,ORL,140.0377238095238,16/01,171.63103684210523
16,02,ORL,137.29064761904766,16/02,171.63103684210523
16,03,ORL,130.5789,16/03,171.63103684210523
16,04,ORL,122.93293684210528,16/04,171.63103684210523
16,05,ORL,121.55930952380955,16/05,171.63103684210523
16,06,ORL,121.24703809523812,16/06,171.63103684210523
16,07,ORL,120.94742857142857,16/07,171.63103684210523
16,08,ORL,125.93060909090909,16/08,171.63103684210523
16,09,ORL,122.95181904761905,16/09,171.63103684210523
16,10,ORL,121.67582307692308,16/10,171.63103684210523
16,11,ORL,126.06755909090907,16/11,171.63103684210523
16,12,ORL,122.55515238095239,16/12,171.63103684210523
17,01,ORL,125.19866521739131,17/01,171.63103684210523
17,02,ORL,137.34810999999996,17/02,171.63103684210523
17,03,ORL,140.9493904761905,17/03,171.63103684210523
17,04,ORL,136.89021176470587,17/04,171.63103684210523
17,05,ORL,142.56363684210527,17/05,171.63103684210523
17,06,ORL,151.87431428571426,17/06,171.63103684210523
17,07,ORL,152.98671363636367,17/07,171.63103684210523
17,08,ORL,154.82983636363636,17/08,171.63103684210523
17,09,ORL,165.91262777777777,17/09,171.63103684210523
17,10,ORL,171.63103684210523,17/10,171.63103684210523
17,11,ORL,170.51798181818182,17/11,171.63103684210523
17,12,ORL,161.16437142857143,17/12,171.63103684210523
18,01,ORL,156.78561739130433,18/01,171.63103684210523
18,02,ORL,158.61875,18/02,171.63103684210523
13,02,PHOE,894.4475,13/02,2055.5652173913045
13,03,PHOE,932.8127777777777,13/03,2055.5652173913045
13,04,PHOE,939.0673684210526,13/04,2055.5652173913045
